Fold,Weighted Accuracy,Sensitivity/Recall,Specificity,Precision_class0,Precision_class1,Precision_avg,F1_class0,F1_class1,F1_avg,auc_roc_score,False_Discovery_Rate,False_Negative_Rate,False_Omission_Rate,False_Positive_Rate,Jaccard
binary_4layer_32_0.0005_50_fold_1,0.8033549783549783,0.6590909090909091,0.9476190476190476,0.8405797101449275,0.868995633187773,0.8547876716663503,0.7388535031847134,0.9066059225512528,0.8227297128679831,0.8033549783549784,0.15942028985507245,0.3409090909090909,0.13100436681222707,0.05238095238095238,0.5858585858585859
binary_4layer_32_0.0005_50_fold_2,0.7678030303030303,0.6022727272727273,0.9333333333333333,0.7910447761194029,0.8484848484848485,0.8197648123021257,0.6838709677419355,0.888888888888889,0.7863799283154123,0.7678030303030303,0.208955223880597,0.3977272727272727,0.15151515151515152,0.06666666666666667,0.5196078431372549
binary_4layer_32_0.0005_50_fold_3,0.8430213464696223,0.7241379310344828,0.9619047619047619,0.8873239436619719,0.8938053097345132,0.8905646266982425,0.7974683544303797,0.926605504587156,0.8620369295087678,0.8430213464696222,0.11267605633802817,0.27586206896551724,0.10619469026548672,0.0380952380952381,0.6631578947368421
